opis_id,latitude,longitude,source
68372,40.41942,-86.1268562,https://www.openstreetmap.org/node/9584191563; exact chain/store ref
68375,38.4801585,-78.8184327,https://www.openstreetmap.org/way/1147235921; unique chain/city/state match; approximate identity
68386,44.6166558,-88.763015,https://www.openstreetmap.org/way/1092517396; unique chain/city/state match; approximate identity
68458,43.058062,-85.9573937,https://www.openstreetmap.org/node/6816256099; unique chain/city/state match; approximate identity
68535,43.0675272,-91.1361457,https://www.openstreetmap.org/way/248405660; unique chain/city/state match; approximate identity
68624,30.4384218,-88.5284361,https://www.openstreetmap.org/node/5104264387; unique chain/city/state match; approximate identity
68701,41.4837097,-87.8748131,https://www.openstreetmap.org/way/951482292; exact chain/store ref
68737,44.5343826,-89.5758985,https://www.openstreetmap.org/relation/12894255; exact chain/store ref
68797,41.5309717,-87.7910755,https://www.openstreetmap.org/node/9495041417; exact chain/store ref
68798,31.3386958,-110.9662512,https://www.openstreetmap.org/node/12248018520; unique chain/city/state match; approximate identity
68813,42.7986835,-84.7398569,https://www.openstreetmap.org/node/8176517245; unique chain/city/state match; approximate identity
68835,34.8865517,-77.5488338,https://www.openstreetmap.org/node/9375062099; exact chain/store ref
68891,35.8729943,-84.3237457,https://www.openstreetmap.org/node/12251212282; unique chain/city/state match; approximate identity
68901,39.357259,-84.2605675,https://www.openstreetmap.org/node/6501052470; exact chain/store ref
68908,40.0593271,-82.9377496,https://www.openstreetmap.org/node/4654635060; exact chain/store ref
68928,35.0111909,-106.0438679,https://www.openstreetmap.org/way/904936667; unique chain/city/state match; approximate identity
68929,35.9992475,-80.034805,https://www.openstreetmap.org/node/6433424585; exact chain/store ref
68946,39.9016859,-84.1923838,https://www.openstreetmap.org/way/1195987447; unique chain/city/state match; approximate identity
68951,44.5522556,-90.5957404,https://www.openstreetmap.org/way/501064020; unique chain/city/state match; approximate identity
68956,43.0427478,-89.3532117,https://www.openstreetmap.org/node/9204424910; exact chain/store ref
68959,39.9304499,-83.6125126,https://www.openstreetmap.org/node/8927555517; exact chain/store ref
69005,40.031027,-81.4488704,https://www.openstreetmap.org/way/836094225; exact chain/store ref
69007,36.1392111,-86.7322074,https://www.openstreetmap.org/node/9231013232; exact chain/store ref
69008,36.1827989,-85.4596636,https://www.openstreetmap.org/node/9233240849; exact chain/store ref
69013,36.1744601,-86.3019107,https://www.openstreetmap.org/node/9231418067; exact chain/store ref
69041,35.6173458,-77.6035372,https://www.openstreetmap.org/node/9384838723; exact chain/store ref
69047,41.6616104,-87.7195743,https://www.openstreetmap.org/way/1029177498; exact chain/store ref
69053,33.7657148,-112.5140149,https://www.openstreetmap.org/way/1189183180; unique chain/city/state match; approximate identity
69073,40.1629727,-111.6518549,https://www.openstreetmap.org/way/923227496; unique chain/city/state match; approximate identity
69088,40.5318964,-74.2916766,https://www.openstreetmap.org/node/9239339860; exact chain/store ref
69091,39.8547663,-85.9908254,https://www.openstreetmap.org/node/9599307808; exact chain/store ref
69096,41.2262503,-80.4509791,https://www.openstreetmap.org/way/667800111; exact chain/store ref
69117,41.5062999,-83.747908,https://www.openstreetmap.org/way/698949703; exact chain/store ref
69133,32.6971246,-103.183591,https://www.openstreetmap.org/way/464020385; unique chain/city/state match; approximate identity
69135,39.8516382,-84.424848,https://www.openstreetmap.org/way/181713859; exact chain/store ref
69141,37.753261,-100.0119801,https://www.openstreetmap.org/node/12760078840; unique chain/city/state match; approximate identity
69145,38.7617964,-81.6925954,https://www.openstreetmap.org/node/9244923663; exact chain/store ref
69151,39.1125828,-108.6480716,https://www.openstreetmap.org/relation/10717656; unique chain/city/state match; approximate identity
69170,39.2554755,-81.5535698,https://www.openstreetmap.org/node/3975113031; exact chain/store ref
69183,39.6173292,-83.6053445,https://www.openstreetmap.org/node/6294591785; exact chain/store ref
69185,36.6623525,-76.9394735,https://www.openstreetmap.org/node/5225548348; unique chain/city/state match; approximate identity
69203,41.5289375,-87.8495464,https://www.openstreetmap.org/way/436907363; exact chain/store ref
69223,31.4275151,-85.6198204,https://www.openstreetmap.org/way/1147422697; unique chain/city/state match; approximate identity
69229,35.6767616,-88.7458414,https://www.openstreetmap.org/node/9225578447; exact chain/store ref
69236,44.5013513,-88.3200896,https://www.openstreetmap.org/node/11548244123; exact chain/store ref
69237,42.9148366,-88.219747,https://www.openstreetmap.org/node/12864184411; unique chain/city/state match; approximate identity
69239,34.6968317,-87.6360941,https://www.openstreetmap.org/node/5474122686; exact chain/store ref
69245,34.7113332,-76.9916116,https://www.openstreetmap.org/node/2778691758; exact chain/store ref
69252,36.0248902,-78.479113,https://www.openstreetmap.org/node/3188581293; exact chain/store ref
69259,35.1373428,-84.9067902,https://www.openstreetmap.org/way/945328635; unique chain/city/state match; approximate identity
69288,41.8261331,-90.5515765,https://www.openstreetmap.org/node/1783918069; exact chain/store ref
69291,38.9319679,-111.8538972,https://www.openstreetmap.org/way/494917451; unique chain/city/state match; approximate identity
69294,43.9402368,-90.7862995,https://www.openstreetmap.org/node/3103386667; exact chain/store ref
69299,36.1504528,-81.1985331,https://www.openstreetmap.org/node/9412575976; exact chain/store ref
69300,35.1403563,-76.8416324,https://www.openstreetmap.org/node/8270190910; exact chain/store ref
69301,35.5477724,-76.6327494,https://www.openstreetmap.org/node/9377095342; exact chain/store ref
69307,38.8897013,-89.8345657,https://www.openstreetmap.org/way/594352184; unique chain/city/state match; approximate identity
69319,35.3634,-78.011167,https://www.openstreetmap.org/node/9389029856; exact chain/store ref
69333,42.6747254,-85.6577068,https://www.openstreetmap.org/node/8239192713; unique chain/city/state match; approximate identity
69336,36.1922159,-86.4116917,https://www.openstreetmap.org/node/9231429418; exact chain/store ref
69338,41.2056028,-85.7067637,https://www.openstreetmap.org/relation/14479364; exact chain/store ref
69339,39.4410021,-84.3415808,https://www.openstreetmap.org/way/543300577; exact chain/store ref
69353,40.5119679,-80.1323833,https://www.openstreetmap.org/way/390255387; unique chain/city/state match; approximate identity
69369,40.6261351,-80.2296595,https://www.openstreetmap.org/node/9328769306; exact chain/store ref
69384,44.2972158,-88.2711969,https://www.openstreetmap.org/way/659395818; exact chain/store ref
69394,40.0228378,-84.2389952,https://www.openstreetmap.org/node/1856816619; exact chain/store ref
69397,35.6841886,-88.7779677,https://www.openstreetmap.org/node/8157971414; exact chain/store ref
69398,35.0296845,-85.1875412,https://www.openstreetmap.org/node/9233639695; exact chain/store ref
69399,35.4691423,-84.6532068,https://www.openstreetmap.org/node/9233595403; exact chain/store ref
69401,41.2280056,-95.8533517,https://www.openstreetmap.org/way/698747745; unique chain/city/state match; approximate identity
69454,39.2991663,-85.958545,https://www.openstreetmap.org/relation/17699585; exact chain/store ref
69455,43.1174824,-88.0598345,https://www.openstreetmap.org/node/9206578232; exact chain/store ref
69484,43.9611278,-89.8181935,https://www.openstreetmap.org/node/1925751494; unique chain/city/state match; approximate identity
69496,39.8432791,-85.557363,https://www.openstreetmap.org/node/9588805132; exact chain/store ref
69513,44.9288834,-90.3126782,https://www.openstreetmap.org/node/6384655674; unique chain/city/state match; approximate identity
69520,40.0857179,-79.7610219,https://www.openstreetmap.org/node/4762948563; exact chain/store ref
69545,32.1945578,-96.8989515,https://www.openstreetmap.org/node/7724941761; unique chain/city/state match; approximate identity
69547,44.229247,-88.422973,https://www.openstreetmap.org/way/633149443; exact chain/store ref
69553,41.6962436,-88.261415,https://www.openstreetmap.org/node/9483352143; exact chain/store ref
69554,39.8264215,-85.7708635,https://www.openstreetmap.org/way/545190457; exact chain/store ref
69562,42.6825488,-84.5127784,https://www.openstreetmap.org/node/8287318818; exact chain/store ref
69563,37.9637836,-84.391866,https://www.openstreetmap.org/node/3238427982; exact chain/store ref
69565,42.7409062,-86.0695172,https://www.openstreetmap.org/node/4350335864; unique chain/city/state match; approximate identity
69566,41.4798643,-88.0788593,https://www.openstreetmap.org/way/851353103; unique chain/city/state match; approximate identity
69567,46.433001,-92.7558568,https://www.openstreetmap.org/node/6357081519; unique chain/city/state match; approximate identity
69568,42.7829909,-88.9625949,https://www.openstreetmap.org/way/772817329; unique chain/city/state match; approximate identity
69592,39.7346473,-86.0642436,https://www.openstreetmap.org/node/9612010688; exact chain/store ref
69594,41.5936708,-88.1863003,https://www.openstreetmap.org/way/991156290; exact chain/store ref
69595,35.6508426,-87.0118492,https://www.openstreetmap.org/node/9049467391; exact chain/store ref
69596,42.0088614,-87.9009057,https://www.openstreetmap.org/way/1027578860; exact chain/store ref
69597,39.941536,-79.6590993,https://www.openstreetmap.org/node/9329496344; exact chain/store ref
69598,41.389104,-81.8522751,https://www.openstreetmap.org/node/9690732664; exact chain/store ref
69599,40.3986735,-79.7699223,https://www.openstreetmap.org/node/9329722022; exact chain/store ref
69626,36.7344158,-91.8498923,https://www.openstreetmap.org/way/480232545; unique chain/city/state match; approximate identity
69637,41.9039585,-88.1228527,https://www.openstreetmap.org/way/756604969; unique chain/city/state match; approximate identity
69647,41.8544902,-88.2782016,https://www.openstreetmap.org/way/990302624; exact chain/store ref
69649,41.203344,-79.9753358,https://www.openstreetmap.org/way/552621764; exact chain/store ref
69654,36.7196649,-95.6290515,https://www.openstreetmap.org/way/1101471544; unique chain/city/state match; approximate identity
69676,34.1234942,-84.2243222,https://www.openstreetmap.org/node/8987843635; exact chain/store ref
69680,41.7547132,-87.7995761,https://www.openstreetmap.org/way/1244801295; unique chain/city/state match; approximate identity
69686,39.9539938,-90.2089728,https://www.openstreetmap.org/way/1272612067; unique chain/city/state match; approximate identity
69702,36.0109348,-83.5325506,https://www.openstreetmap.org/node/6616579582; exact chain/store ref
69723,42.1476715,-88.5103008,https://www.openstreetmap.org/node/4583823789; exact chain/store ref
69740,36.7559784,-81.8564451,https://www.openstreetmap.org/node/7556562928; unique chain/city/state match; approximate identity
69741,33.4585355,-112.2392015,https://www.openstreetmap.org/way/1004594292; unique chain/city/state match; approximate identity
69827,44.8807429,-91.9050357,https://www.openstreetmap.org/node/6835215490; exact chain/store ref
69837,41.6001723,-87.5797774,https://www.openstreetmap.org/way/1259728858; unique chain/city/state match; approximate identity
69851,42.2399827,-88.8326823,https://www.openstreetmap.org/way/682577325; exact chain/store ref
69878,41.9605716,-87.9578278,https://www.openstreetmap.org/way/1028225242; exact chain/store ref
69879,39.7503143,-86.2245041,https://www.openstreetmap.org/node/9609145797; exact chain/store ref
69882,35.2619679,-87.3242177,https://www.openstreetmap.org/node/9228882763; exact chain/store ref
69900,39.8938824,-83.7222527,https://www.openstreetmap.org/node/5827482088; exact chain/store ref
69908,40.918394,-90.2937707,https://www.openstreetmap.org/way/1324938623; unique chain/city/state match; approximate identity
69921,39.2529976,-88.152125,https://www.openstreetmap.org/node/12257901084; unique chain/city/state match; approximate identity
69922,41.509248,-112.0537895,https://www.openstreetmap.org/way/942931981; unique chain/city/state match; approximate identity
69975,38.0143553,-97.9412661,https://www.openstreetmap.org/node/11487080977; exact chain/store ref
69976,43.58819,-89.8059696,https://www.openstreetmap.org/way/908240717; exact chain/store ref
69979,46.2197204,-119.7928811,https://www.openstreetmap.org/node/11254003235; unique chain/city/state match; approximate identity
69987,45.7495725,-107.611338,https://www.openstreetmap.org/node/7527860521; unique chain/city/state match; approximate identity
69995,32.0843477,-110.8036489,https://www.openstreetmap.org/way/855741035; exact chain/store ref
70003,40.2991474,-79.8754682,https://www.openstreetmap.org/node/2843335412; exact chain/store ref
70004,40.3332272,-83.0745516,https://www.openstreetmap.org/node/7129352060; exact chain/store ref
70009,42.6038651,-89.6501826,https://www.openstreetmap.org/node/591382404; unique chain/city/state match; approximate identity
70025,40.5878361,-81.0917047,https://www.openstreetmap.org/node/9664821532; exact chain/store ref
70026,41.3673517,-89.1536665,https://www.openstreetmap.org/node/9457890710; exact chain/store ref
70027,42.0093145,-88.2901181,https://www.openstreetmap.org/way/1027577271; exact chain/store ref
70030,41.5599964,-87.3555366,https://www.openstreetmap.org/way/1037865750; exact chain/store ref
70031,40.8333986,-83.2448861,https://www.openstreetmap.org/way/636132586; exact chain/store ref
70032,42.4557768,-92.3753402,https://www.openstreetmap.org/node/11230225678; exact chain/store ref
70034,41.7687356,-87.8199877,https://www.openstreetmap.org/way/1028927027; exact chain/store ref
70035,40.5020156,-86.868097,https://www.openstreetmap.org/node/9518189067; exact chain/store ref
70036,41.8775431,-88.2357149,https://www.openstreetmap.org/node/9481264420; exact chain/store ref
70037,39.4521181,-87.1270267,https://www.openstreetmap.org/node/9506751884; exact chain/store ref
70038,43.0306452,-86.2173209,https://www.openstreetmap.org/node/8225235002; unique chain/city/state match; approximate identity
70042,42.5067017,-93.2635743,https://www.openstreetmap.org/way/1392382950; unique chain/city/state match; approximate identity
70059,46.6041629,-90.855216,https://www.openstreetmap.org/way/911659998; exact chain/store ref
70084,42.4278559,-87.8770631,https://www.openstreetmap.org/way/334789888; exact chain/store ref
70085,41.9879778,-87.9599371,https://www.openstreetmap.org/way/982036883; unique chain/city/state match; approximate identity
70090,35.8768133,-87.8030024,https://www.openstreetmap.org/node/9228775799; exact chain/store ref
70091,39.121178,-88.5583411,https://www.openstreetmap.org/way/1025725801; exact chain/store ref
70098,46.5824977,-90.9048509,https://www.openstreetmap.org/way/911663040; exact chain/store ref
70104,40.2661449,-103.6399969,https://www.openstreetmap.org/way/695758521; unique chain/city/state match; approximate identity
70107,40.6532803,-82.5465589,https://www.openstreetmap.org/way/1017955890; unique chain/city/state match; approximate identity
70118,35.9480108,-86.488131,https://www.openstreetmap.org/node/9231453390; exact chain/store ref
70125,40.9613466,-80.659088,https://www.openstreetmap.org/way/1052089324; exact chain/store ref
70126,40.6476915,-82.5435163,https://www.openstreetmap.org/way/508991369; unique chain/city/state match; approximate identity
70127,40.3958866,-79.4428195,https://www.openstreetmap.org/node/9329474796; exact chain/store ref
70157,42.4621813,-92.403849,https://www.openstreetmap.org/way/1073996101; exact chain/store ref
70159,37.1563787,-77.2744303,https://www.openstreetmap.org/way/1117027718; unique chain/city/state match; approximate identity
70162,36.7143545,-76.6694202,https://www.openstreetmap.org/relation/12929994; unique chain/city/state match; approximate identity
70174,42.9896663,-82.9289302,https://www.openstreetmap.org/node/5842363688; unique chain/city/state match; approximate identity
70190,34.6529577,-106.7933704,https://www.openstreetmap.org/way/759264386; unique chain/city/state match; approximate identity
70256,27.916759,-81.7189547,https://www.openstreetmap.org/way/775433987; unique chain/city/state match; approximate identity
70258,43.9927892,-95.7527106,https://www.openstreetmap.org/way/971268667; unique chain/city/state match; approximate identity
70269,42.5241266,-96.4969297,https://www.openstreetmap.org/way/965645865; exact chain/store ref
70273,38.1835893,-85.6985826,https://www.openstreetmap.org/node/9370401239; exact chain/store ref
70278,44.2907429,-88.3123198,https://www.openstreetmap.org/way/759457978; unique chain/city/state match; approximate identity
70281,41.9647785,-83.3450195,https://www.openstreetmap.org/node/6928859177; unique chain/city/state match; approximate identity
70283,42.325734,-88.1648035,https://www.openstreetmap.org/way/1011131090; exact chain/store ref
70292,36.7830823,-114.1399355,https://www.openstreetmap.org/way/818872556; unique chain/city/state match; approximate identity
70295,41.6346384,-85.0446343,https://www.openstreetmap.org/node/9573542654; exact chain/store ref
70298,32.7059807,-80.8744329,https://www.openstreetmap.org/way/585534949; unique chain/city/state match; approximate identity
70303,42.527977,-92.3369135,https://www.openstreetmap.org/node/11228811921; exact chain/store ref
70308,44.666111,-88.229266,https://www.openstreetmap.org/way/744214958; unique chain/city/state match; approximate identity
70319,41.0455619,-81.6904407,https://www.openstreetmap.org/node/9678844102; exact chain/store ref
70320,35.0333906,-85.582897,https://www.openstreetmap.org/way/1000310182; exact chain/store ref
70323,40.1307449,-87.7778539,https://www.openstreetmap.org/way/1212472209; unique chain/city/state match; approximate identity
70331,37.7940916,-79.8846531,https://www.openstreetmap.org/way/1061161519; unique chain/city/state match; approximate identity
70334,42.6096174,-89.3773753,https://www.openstreetmap.org/way/779819154; unique chain/city/state match; approximate identity
70336,42.4563982,-89.0008923,https://www.openstreetmap.org/node/9457139324; exact chain/store ref
70344,45.5561256,-93.5849257,https://www.openstreetmap.org/node/9197354227; unique chain/city/state match; approximate identity
70345,42.7830787,-86.0231128,https://www.openstreetmap.org/node/8238942763; unique chain/city/state match; approximate identity
70359,36.8975674,-113.910173,https://www.openstreetmap.org/way/1173865803; unique chain/city/state match; approximate identity
70379,34.2076398,-84.7997411,https://www.openstreetmap.org/way/745747683; unique chain/city/state match; approximate identity
70380,35.2553607,-80.9807442,https://www.openstreetmap.org/way/875867767; unique chain/city/state match; approximate identity
70383,30.6557127,-87.7601531,https://www.openstreetmap.org/node/8949777552; exact chain/store ref
70424,43.3486132,-83.8616242,https://www.openstreetmap.org/node/8019952856; unique chain/city/state match; approximate identity
70425,41.037055,-80.1274891,https://www.openstreetmap.org/way/1150067310; unique chain/city/state match; approximate identity
70445,46.1287243,-98.0913774,https://www.openstreetmap.org/way/96425200; unique chain/city/state match; approximate identity
70493,34.8153681,-91.5673622,https://www.openstreetmap.org/way/1245725280; unique chain/city/state match; approximate identity
70498,44.9592088,-90.9368093,https://www.openstreetmap.org/way/1208641145; unique chain/city/state match; approximate identity
70538,38.1518675,-85.0713276,https://www.openstreetmap.org/node/9362717255; exact chain/store ref
70562,36.6278184,-86.5667781,https://www.openstreetmap.org/node/9230313879; exact chain/store ref
70564,41.4639376,-82.0581281,https://www.openstreetmap.org/node/9696492109; exact chain/store ref
70572,42.8636455,-82.558358,https://www.openstreetmap.org/node/7242834326; unique chain/city/state match; approximate identity
70574,39.962069,-89.5619658,https://www.openstreetmap.org/node/8807029268; exact chain/store ref
70575,40.4724758,-80.0608616,https://www.openstreetmap.org/way/904181137; exact chain/store ref
70577,41.5730397,-88.1210636,https://www.openstreetmap.org/node/9494202880; exact chain/store ref
70585,32.3071259,-102.5422731,https://www.openstreetmap.org/way/843566165; unique chain/city/state match; approximate identity
70588,40.1713162,-79.7338813,https://www.openstreetmap.org/node/9329615666; exact chain/store ref
70591,40.7511827,-81.4008527,https://www.openstreetmap.org/node/9281966854; exact chain/store ref
70592,34.1396983,-80.7489165,https://www.openstreetmap.org/node/10228325504; unique chain/city/state match; approximate identity
70593,34.4429806,-84.9155315,https://www.openstreetmap.org/node/13149411586; unique chain/city/state match; approximate identity
70595,40.1226317,-87.7779886,https://www.openstreetmap.org/way/1025728320; exact chain/store ref
70596,34.15129,-83.6405825,https://www.openstreetmap.org/node/8986940150; exact chain/store ref
70597,38.0758286,-84.5068454,https://www.openstreetmap.org/node/8358347297; exact chain/store ref
70598,35.0209295,-89.9199411,https://www.openstreetmap.org/way/965096585; unique chain/city/state match; approximate identity
70600,43.1487903,-93.2217625,https://www.openstreetmap.org/node/8709804279; unique chain/city/state match; approximate identity
70604,43.2707285,-93.634494,https://www.openstreetmap.org/node/2451240681; exact chain/store ref
70605,41.8341695,-87.744134,https://www.openstreetmap.org/way/1019581844; exact chain/store ref
70606,37.0441396,-86.2092869,https://www.openstreetmap.org/node/9333333932; exact chain/store ref
70607,41.4572764,-88.1932341,https://www.openstreetmap.org/way/144058666; exact chain/store ref
70608,45.2072124,-93.3790776,https://www.openstreetmap.org/node/9947960712; exact chain/store ref
70622,40.2635545,-75.7411218,https://www.openstreetmap.org/way/878780830; exact chain/store ref
70623,41.6808697,-88.0681865,https://www.openstreetmap.org/way/770782380; exact chain/store ref
70630,41.1057085,-81.3475495,https://www.openstreetmap.org/node/9676077472; exact chain/store ref
70638,39.0819108,-95.7259068,https://www.openstreetmap.org/node/11390050274; exact chain/store ref
70641,38.0219052,-79.1431771,https://www.openstreetmap.org/way/1021489859; unique chain/city/state match; approximate identity
70656,42.0764458,-83.6675212,https://www.openstreetmap.org/node/7836942385; unique chain/city/state match; approximate identity
70660,41.0489728,-94.3620737,https://www.openstreetmap.org/way/1134129333; unique chain/city/state match; approximate identity
70722,43.0886165,-76.0924381,https://www.openstreetmap.org/node/9440667790; exact chain/store ref
70723,42.1102125,-77.1555692,https://www.openstreetmap.org/node/6781698620; exact chain/store ref
70724,33.5919067,-80.3550046,https://www.openstreetmap.org/node/8792673039; unique chain/city/state match; approximate identity
70728,43.35046,-97.4212351,https://www.openstreetmap.org/way/1545867371; unique chain/city/state match; approximate identity
70739,39.7734401,-93.0725353,https://www.openstreetmap.org/way/1532814147; unique chain/city/state match; approximate identity
70745,43.9324015,-94.9385419,https://www.openstreetmap.org/way/1076421505; unique chain/city/state match; approximate identity
70754,37.5191933,-97.004267,https://www.openstreetmap.org/node/11415814105; exact chain/store ref
70759,44.111482,-93.7082142,https://www.openstreetmap.org/way/1157010010; unique chain/city/state match; approximate identity
70760,40.8861043,-97.1022417,https://www.openstreetmap.org/way/213025585; unique chain/city/state match; approximate identity
70763,42.4682035,-91.4820141,https://www.openstreetmap.org/way/1329493074; unique chain/city/state match; approximate identity
70774,42.467026,-95.148812,https://www.openstreetmap.org/way/1096469864; unique chain/city/state match; approximate identity
70778,39.9872841,-84.19979,https://www.openstreetmap.org/way/1082607761; unique chain/city/state match; approximate identity
70788,41.4238875,-81.50394,https://www.openstreetmap.org/node/9672824049; exact chain/store ref
70858,32.1956444,-86.4201695,https://www.openstreetmap.org/node/8949405727; exact chain/store ref
70877,42.4885396,-87.9529168,https://www.openstreetmap.org/node/9446683206; unique chain/city/state match; approximate identity
70885,44.2563841,-88.2935772,https://www.openstreetmap.org/way/914732076; exact chain/store ref
71046,39.2620367,-84.6032611,https://www.openstreetmap.org/way/1010882153; exact chain/store ref
71056,34.6193382,-87.0526544,https://www.openstreetmap.org/node/8946643765; exact chain/store ref
71064,39.792643,-88.265826,https://www.openstreetmap.org/way/1084498997; unique chain/city/state match; approximate identity
71142,42.2155543,-89.1068874,https://www.openstreetmap.org/way/1324607131; unique chain/city/state match; approximate identity
71199,34.0933728,-88.0052143,https://www.openstreetmap.org/way/1323594922; unique chain/city/state match; approximate identity
71200,41.16091,-96.120258,https://www.openstreetmap.org/way/896841399; unique chain/city/state match; approximate identity
71262,39.9446231,-82.6797078,https://www.openstreetmap.org/way/1028201586; exact chain/store ref
71318,41.9986196,-87.9599918,https://www.openstreetmap.org/way/1259770386; unique chain/city/state match; approximate identity
71322,45.2227172,-87.9961403,https://www.openstreetmap.org/way/1102793915; exact chain/store ref
71340,44.3283449,-94.4768353,https://www.openstreetmap.org/way/1307276106; unique chain/city/state match; approximate identity
71382,43.4406221,-88.8561445,https://www.openstreetmap.org/way/1340613366; unique chain/city/state match; approximate identity
71388,41.2192614,-96.636464,https://www.openstreetmap.org/node/5220961474; unique chain/city/state match; approximate identity
71399,39.0126494,-94.0679621,https://www.openstreetmap.org/way/1137651161; unique chain/city/state match; approximate identity
71447,44.1114697,-88.6970794,https://www.openstreetmap.org/node/13890227551; exact chain/store ref
71482,47.4750539,-111.3611428,https://www.openstreetmap.org/node/11209326297; exact chain/store ref
71487,38.9489037,-112.3527333,https://www.openstreetmap.org/way/1038853917; unique chain/city/state match; approximate identity
71490,33.6469842,-85.5060183,https://www.openstreetmap.org/node/13770704750; unique chain/city/state match; approximate identity
71492,38.2447507,-86.3580644,https://www.openstreetmap.org/way/1323938368; unique chain/city/state match; approximate identity
71499,43.0062557,-89.7024071,https://www.openstreetmap.org/node/9747225578; unique chain/city/state match; approximate identity
71516,42.2588625,-79.7432329,https://www.openstreetmap.org/node/10926790752; unique chain/city/state match; approximate identity
71556,44.9529801,-90.7996226,https://www.openstreetmap.org/way/660086089; unique chain/city/state match; approximate identity
71582,34.7986947,-80.4054385,https://www.openstreetmap.org/node/9965048105; unique chain/city/state match; approximate identity
71661,35.4601904,-93.4805779,https://www.openstreetmap.org/way/1255415806; unique chain/city/state match; approximate identity
71738,42.7325499,-90.4383731,https://www.openstreetmap.org/node/4426108087; exact chain/store ref
71794,46.4639986,-90.167476,https://www.openstreetmap.org/node/10091591142; unique chain/city/state match; approximate identity
71812,43.6235856,-87.776184,https://www.openstreetmap.org/node/12432317629; exact chain/store ref
71828,44.8504478,-87.356153,https://www.openstreetmap.org/node/7022091219; exact chain/store ref
71852,45.8227366,-91.8914497,https://www.openstreetmap.org/node/1347449852; unique chain/city/state match; approximate identity
71862,41.7565518,-81.0463856,https://www.openstreetmap.org/node/11741967407; unique chain/city/state match; approximate identity
71873,45.1647919,-93.0374519,https://www.openstreetmap.org/way/1245949860; exact chain/store ref
71898,40.5416779,-88.997369,https://www.openstreetmap.org/node/11889678420; unique chain/city/state match; approximate identity
72142,41.7240543,-85.967101,https://www.openstreetmap.org/node/2826427962; unique chain/city/state match; approximate identity
72217,37.374864,-79.1606403,https://www.openstreetmap.org/way/934060659; unique chain/city/state match; approximate identity
72351,40.4530195,-86.8502335,https://www.openstreetmap.org/way/1365688113; unique chain/city/state match; approximate identity
72481,44.2971571,-92.7898781,https://www.openstreetmap.org/node/7581363249; unique chain/city/state match; approximate identity
72611,46.2762162,-87.4150509,https://www.openstreetmap.org/way/832941344; unique chain/city/state match; approximate identity
72640,46.4646132,-87.4258337,https://www.openstreetmap.org/way/832848547; unique chain/city/state match; approximate identity
72642,38.0793712,-117.253658,https://www.openstreetmap.org/way/1187700572; unique chain/city/state match; approximate identity
72677,45.8338631,-88.0587214,https://www.openstreetmap.org/node/13201949100; unique chain/city/state match; approximate identity
72702,32.5956877,-93.829603,https://www.openstreetmap.org/way/1355059987; unique chain/city/state match; approximate identity
72741,41.0932124,-88.4424243,https://www.openstreetmap.org/way/993989556; unique chain/city/state match; approximate identity
72799,41.8239109,-89.4754217,https://www.openstreetmap.org/node/13352461977; unique chain/city/state match; approximate identity
72801,35.0812252,-91.9034115,https://www.openstreetmap.org/node/13273258365; unique chain/city/state match; approximate identity
